name,song,lyric,type
Camila Cabello,Never Be the Same,Somethin' must've gone wrong in my brain Got your chemicals all in my veins Feelin' all the highs. feelin' all the pain Let go of the wheel. that's the bullet lane Now I'm seein' red. not thinkin' straight Blurrin' all the lines. you intoxicate me  Just like nicotine. heroin. morphine Suddenly. I'm a fiend and you're all I need All I need. yeah. you're all I need  It's you. babe And I'm a sucker for the way that you move. babe And I could try to run. but it would be useless You're to blame Just one hit of you. I knew I'll never be the same It's you. babe And I'm a sucker for the way that you move. babe And I could try to run. but it would be useless You're to blame Just one hit of you. I knew I'll never ever. ever be the same  I'll never be the same I'll never be the same I'll never be the same  Sneakin' in L.A. when the lights are low Off of one touch. I could overdose You said. "Stop playin' it safe Girl. I wanna see you lose control"  Just like nicotine. heroin. morphine Suddenly. I'm a fiend and you're all I need All I need. yeah. you're all I need  It's you. babe And I'm a sucker for the way that you move. babe And I could try to run. but it would be useless You're to blame Just one hit of you. I knew I'll never be the same It's you. babe And I'm a sucker for the way that you move. babe And I could try to run. but it would be useless You're to blame Just one hit of you. I knew I'll never ever. ever be the same  I'll never be the same I'll never be the same I'll never be the same  You're in my blood. you're in my veins. you're in my head (I blame) You're in my blood. you're in my veins. you're in my head (I'm sayin')  I'm sayin' it's you. babe And I'm a sucker for the way that you move. babe And I could try to run. but it would be useless You're to blame (You're to blame) Just one hit of you. I knew I'll never be the same (I'll never be the...) It's you. babe And I'm a sucker for the way that you move. babe And I could try to run. but it would be useless You're to blame Just one hit of you. I knew I'll never ever. ever be the same
Camila Cabello,Crying in the Club,You think that you'll die without him You know. that's a lie that you tell yourself You fear that you lay alone forever now It ain't true. ain't true. ain't true. no  So put your arms around me tonight Let the music lift you up Like you've never been so high Open up your heart to me Let the music lift you up Like you've never been this free 'Til you feel the sunrise Let the music warm your body Like the heat of a thousand fires The heat of a thousand fires  Ain't no crying in the club (hey. hey) Let the beat carry away. your tears as they fall. baby Ain't no crying in the club (hey. hey) With a little faith. your tears turn to ecstasy Ain't no crying in the club I won't. I won't. I... Ain't no crying in the club I won't. I won't. I... Ain't no crying in the club  You may think that you'll die without her But you know. that's a lie that you told yourself You fear that you'll never meet another so pure It ain't true. ain't true. ain't true. no  So put your arms around me tonight Let the music lift you up Like you've never been so high Open up your heart to me Let the music lift you up Like you've never been this free 'Til you feel the sunrise Let the music warm your body Like the heat of a thousand fires The heat of a thousand fires  Ain't no crying in the club (hey. hey) Let the beat carry away. your tears as they fall. baby Ain't no crying in the club (hey. hey) With a little faith. your tears turn to ecstasy Ain't no crying in the club I won't. I won't. I... Ain't no crying in the club I won't. I won't. I... Ain't no crying in the club  You think that you'll die without him You know. that's a lie that you tell yourself You fear that you lay alone forever now It ain't true. ain't true. ain't true I said ain't no... (ain't no...) Ain't no crying... Ain't no crying in the club. no crying... I said ain't no... (ain't no...) Ain't no crying... Ain't no crying in the club. no crying... Woah!  Ain't no crying in the club (hey. hey) Let the beat carry away. your tears as they fall. baby Ain't no crying in the club (hey. hey) With a little faith. your tears turn to ecstasy Ain't no crying in the club I won't. I won't. I... Ain't no crying in the club I won't. I won't. I... Ain't no crying in the club (I won't cry. I won't cry. I won't cry no more) I won't. I won't. I... Ain't no crying in the club (I won't cry. I won't cry. I won't cry no more) I won't. I won't. I... Ain't no crying in the club
Camila Cabello,Consequences,Dirty tissues. trust issues Glasses on the sink. they didn't fix you Lonely pillows in a stranger's bed Little voices in my head Secret keeping. stop the bleeding Lost a little weight because I wasn't eating All the songs that I can't listen to. to tell the truth  Loving you was young. and wild. and free Loving you was cool. and hot. and sweet Loving you was sunshine. safe and sound A steady place to let down my defenses But loving you had consequences  Hesitation. awkward conversation Running on low expectation Every siren that I was ignoring I'm paying for it  Loving you was young. and wild. and free Loving you was cool. and hot. and sweet Loving you was sunshine. safe and sound A steady place to let down my defenses But loving you had consequences  No. ooh-ooh-ooh-ooh-ooh-ooh Said. no. ooh-ooh-ooh-ooh-ooh-ooh-ooh Hey. yeah. no. ooh-ooh-ooh-ooh-ooh-ooh-ooh. mm  Loving you was dumb. dark. and cheap Loving you will still take shots at me Found loving you was sunshine. but then it poured And I lost so much more than my senses 'Cause loving you had consequences  Yeah. loving you
Camila Cabello,I Have Questions,Why did you leave me here to burn? I'm way too young to be this hurt I feel doomed in hotel rooms Staring straight up at the wall Counting wounds. and I am trying to numb them all  Do you care. do you care? Why don't you care? I gave you all of me My blood. my sweat. my heart. and my tears Why don't you care. why don't you care? I was there. I was there. when no one was Now you're gone. and I'm here  I have questions for you Number one. tell me who you think you are You got some nerve trying to tear my faith apart (I have questions for you) Number two. why would you try and play me for a fool? I should have never ever ever trusted you (I have questions) Number three. why weren't you Who you swore that you would be? I have questions. I got questions haunting me I have questions for you I have questions for you (I have questions) I have questions for you  My. my name was safest in your mouth And why'd you have to go and spit it out? Oh. your voice. it was the most familiar sound But it sounds so dangerous to me now  I have questions for you (He-ey) Number one. tell me who you think you are You got some nerve trying to tear my faith apart (I have questions for you) Number two. why would you try and play me for a fool? I should have never ever ever trusted you I have questions for you I have questions for you I have questions for you (I have questions) I have questions for you  Do you care. do you care? Why don't you care? I gave you all of me My blood. my sweat. my heart. and my tears Why don't you care. why don't you care? I was there. I was there. when no one was Now you're gone. and I'm here  I have questions for you (ooh) I have questions for you I have questions for you (I have questions) I have questions for you (yeah. yeah. yeah. yeah) I have questions for you (ooh) I have questions for you (foul play. no. foul play. no) I have questions for you (I have questions) I have questions for you I have questions for you How do I fix it? Can we talk? Can we communicate? Can we talk? Do I wanna fix it? I have questions for you (I'm afraid of you) Is it my fault? Is it my fault? Do you miss me? I have questions
Camila Cabello,OMG,Baby. what'cha say? I ain't here to. I ain't here to conversate Baby. I don't play From Miami. causin' trouble in LA Rowdy. Tennessee If I don't send for you. best not come for me Jordan. 23 Guarantee you're gonna wanna leave with me I got that li-li-li-like  Pull up. pull up. pull up straight from Tokyo You cannot believe it when we come through Woo. my God. you look good today Woo. my God. you look good today. yeah Back up. back up. back up. do it slow-mo When she drop. it bounce back like a yo-yo Woo. my God. you look good today You look good today. yeah Oh my God  Oh my God. yeah (Uh) Oh my God. you're awesome (Oh my God) Oh my God. yeah (Uh) Oh my God. you're awesome (Oh my God) Oh my God. yeah (Uh) Oh my God. you're awesome (Oh my God) Oh my God. yeah  Ice cold like my drink Lose your concentration when you take a sip. yeah (Sip it. sip it) Cyclone. make it spin 'Cause all I. all I. all I. all I do is win  Yeah. I'm cut like a diamond. I'm cold 4 A.M.. bloom like a rose Girls like the summer. we're gold. uh We got that li-li-li-like  Pull up. pull up. pull up straight from Tokyo You cannot believe it when we come through (Yeah. yeah) Woo. my God. you look good today Woo. my God. you look good today. yeah Back up. back up. back up. do it slow-mo When she drop. it bounce back like a yo-yo Woo. my God (My God). you look good today You look good today. yeah Oh my God  Oh my God. yeah (uh) Oh my God. you're awesome (oh my God) Oh my God. yeah (uh) Oh my God. you're awesome (oh my God) Oh my God. yeah (uh) Oh my God. you're awesome (oh my God) Oh my God. yeah  Oh my God. she's so right. though (You know you're so right) Me and you. that's a iso Waist so small. look like lipo (Li-lipo) Moonwalk. my diamonds Michael (Mi-Michael) She's so fine. I call my best man (Brr) Ain't no rings on her left hand (No rings) I had a dream I was in quicksand (Dream) Then I woke up with the best plans (Yeah) Oh my God. yeah (Uh) Oh my God. you're awesome (Yeah) Smoke more green than Boston (Green) I make a play and call 'em (Yeah) Oh my God. she flossin' (Ooh) On the cover of magazines I'ma crown the queen (Queen) Bad and boujee. thick and pretty I'm givin' her wet dreams (Ooh. yeah) I'm the main reason why her friends like me (Hey) Havin' her mad at me. tackle me like I'm an athlete (Ooh. yeah)  Pull up. pull up. pull up straight from Tokyo You cannot believe it when we come through Woo. my God. you look good today Woo. my God. you look good today. yeah Back up. back up. back up. do it slow-mo When she drop. it bounce back like a yo-yo Woo. my God. you look good today You look good today. yeah Oh my God
Camila Cabello,Liar,I don't care if you're here Or if you're not alone I don't care. it's been too long It's kinda like we didn't happen The way that your lips move The way you whisper slow I don't care. it's good as gone (Ah)  I said I won't lose control. I don't want it (Ooh) I said I won't get too close. but I can't stop it (Ooh)  Oh no. there you go. making me a liar Got me begging you for more Oh no. there I go. startin' up a fire Oh no. no Oh no. there you go. you're making me a liar I kinda like it though Oh no. there I go. startin' up a fire Oh no. no (Ooh)  You're watching. I feel it (Hey) I know I shouldn't stay (Yeah. yeah) I picture your hands on me (I think I wanna let it happen) But what if you kiss me? (Yeah) And what if I like it? And no one sees it  I said I won't lose control. I don't want it (Ooh) I said I won't get too close. but I can't stop it (No. ooh)  Oh no. there you go. making me a liar Got me begging you for more Oh no. there I go. startin' up a fire Oh no. no (Oh no) Oh no. there you go. you're making me a liar I kinda like it though Oh no. there I go. startin' up a fire Oh no. no  Oh no. no. no Yeah. here comes trouble. no. no Startin' up a fire  I don't believe myself when I Say that I don't need you. oh I don't believe myself when I say it So. don't believe me  Oh no. there you go. you're making me a liar Got me begging you for more Oh no. there I go. startin' up a fire Oh no. no (Oh no) Oh no. there you go. you're making me a liar I kinda like it though Oh no. there I go. startin' up a fire Oh no. no  Yeah Uh. yeah. yeah Nah. yeah Oh no. no. no Oh no. no. no Oh no. you're making me a liar 'Cause my clothes are on the floor  Huh. huh. huh Uh Oh no. no. no Another fire
Camila Cabello,Living Proof,Ah-ah-ah-ah-ah-ah. I promise Ooh  Tell me something. but say it with your hands. slow When you touch me. paint me like a Van Gogh (Oh) I wanna study every inch of you 'Til you trust me to make the angels come through  Like a choir singing "Hallelujah" When my body's crashin' right into ya When we align. ooh yeah Do you feel me? Can you feel me? 'Cause I can't breathe  Where did you come from. baby? And were you sent to save me? Ooh. there's God in every move Ooh. and you're the living proof (Oh) The way your hands can shake me Soft to the touch like. baby Ooh. there's God in every move Ooh. and you're the living proof (Oh)  Count the freckles. as they run down your spine Show your demons. and I might show you mine One at a time. yeah. yeah. what are you hidin'? What a design. yeah. yeah. I wanna dive in What a divine moment Can you feel me? (Oh) Can you feel me? (Oh) 'Cause I can't breathe  Where did you come from. baby? And were you sent to save me? Ooh. there's God in every move Ooh. and you're the living proof (Oh) The way your hands can shake me Soft to the touch like. baby Ooh. there's God in every move Ooh. and you're the living proof (Oh)  Like a choir singing "Hallelujah" Ooh yeah. choir singing "Hallelujah" Like a choir singing "Hallelujah" Hallelujah. hallelujah Choir singing "Hallelujah" Body's crashin' right into ya (Oh) Do you feel me? Can you feel me? 'Cause I can't breathe (Oh)  Where did you come from. baby? And were you sent to save me? (Oh) Ooh. there's God in every move Ooh. and you're the living proof (Oh) The way your hands can shake me Soft to the touch like. baby Ooh. there's God in every move (Ooh) Ooh. and you're the living proof (Oh)  Like a choir singing "Hallelujah" (Baby. babe) Ooh yeah. choir singing "Hallelujah" (Baby. babe) Like a choir singing "Hallelujah" (Ooh). "Hallelujah" (Ooh) And you're the living proof (Oh)
Camila Cabello,Something’s Gotta Give,Loving you. I thought I couldn't get no higher Your November rain could set the night on fire. night on fire But we could only burn so long Counterfeit emotions only run skin deep Know you're lying when you're lying next to me. next to me How did we get so far gone?  I should know by now You should know by now We should know by now  Something's gotta give. something's gotta break But all I do is give. and all you do is take Something's gotta change. but I know that it won't No reason to stay is a good reason to go Is a good reason to go. ooh  I have never heard a silence quite so loud I walk in the room and you don't make a sound. make a sound You're good at making me feel small If it doesn't hurt me. why do I still cry? If it didn't kill me. then I'm half alive. half alive How did we get so far gone?  I should know by now You should know by now We should know by now  Something's gotta give. something's gotta break But all I do is give. and all you do is take Something's gotta change. but I know that it won't No reason to stay is a good reason to go Is a good reason to go  I should know by now. you should know by now I think I'm breaking right now. ooh I should know by now. you should know by now I think I'm breaking right now  Something's gotta give. something's gotta break But all I do is give. and all you do is take Something's gotta change. but I know that it won't No reason to stay is a good reason to go Is a good reason to go. ooh  Something's gotta give
Camila Cabello,She Loves Control,Cold. 'cause she has been here before She doesn't cry anymore. no looking back No. she doesn't go to the bar Too many lovers she's scarred. and they want her back  She loves control. she wants it her way And there's no way she'll ever stay unless you give it up (Give it up) She loves control. she wants it her way And all it takes is just one taste. you wanna give it up (Give it up)  Bold. you know she lives for the thrill You know she lusts for the kill. so they won't come back No. no. no. no. no. no. no. no Don't. don't you try taming the storm Don't say you haven't been warned (oh) 'Cause she won't like that. like that  'Cause she loves control. she wants it her way And there's no way she'll ever stay unless you give it up She loves control. she wants it her way And all it takes is just one taste. you wanna give it up (Give it up. give it up for love)  She loves control (control. hey) She loves control (control. hey)  Say what you want But the way she kills you makes you feel alive And you know that it feels right  She loves control. she wants it her way And there's no way she'll ever stay unless you give it up She loves control. she wants it her way And all it takes is just one taste. you wanna give it up  She loves control (control. hey) She loves. she loves She loves. she loves Oh. you know that she loves it She can't live without it. no She loves control (control. hey) Control. hey
Camila Cabello,Havana (Spanglish Version),Havana. ooh na-na (ayy) Half of my heart is in Havana. ooh-na-na (ayy. ayy) He took me back to East Atlanta. na-na-na Oh. but my heart is in Havana (ayy) There's somethin' 'bout his manners (uh huh) Havana. ooh na-na (uh)  El vino a buscarme y ahi lo supe (uh) (Vi clara su actitud) Me dijo: "son tantas las que ya tuve" (uh) (Pero me faltas tu) No puedo soltarte. no seas tan cruel (hey) (Desde esa noche azul) Mi papa me dice que malo es el (uh) ?Que mas puedo hacer?  Ooh-ooh-ooh. lo supe en un segundo El cambiaria mi mundo Ya no puedo mas Ooh-ooh-ooh. es que me duele mucho Decir adios. oh na-na-na-na-na  Havana. ooh na-na (ayy) Half of my heart is in Havana. ooh-na-na (ayy. ayy) He took me back to East Atlanta. na-na-na Oh. but my heart is in Havana (ayy) My heart is in Havana (ayy) Havana. ooh na-na  I knew I was there when I read the sign (Welcome to La Yuma) I knew it was him when he hugged from behind (It gets me every time) He's put in work. but it's in the streets (He said: "girl. can you ride?") And this is the part that my daddy told me He got me feelin' like  Ooh-ooh-ooh. I knew it when I met him I loved him when I left him Got me feelin' like Ooh-ooh-ooh. and then I had to tell him I had to go. oh na-na-na-na-na  Havana. ooh na-na (ayy) Half of my heart is in Havana. ooh-na-na (ayy. ayy) He took me back to East Atlanta. na-na-na Oh. but my heart is in Havana (ayy) My heart is in Havana (ayy) Havana. ooh na-na  Ooh na-na. oh na-na-na (oo-ooh) Take me back. back. back like Ooh na-na. oh na-na-na (yeah. babe) Take me back. back. back like Ooh na-na. oh na-na-na (yeah. yeah) Take me back. back. back like Ooh na-na. oh na-na-na (yeah. babe) Take me back. back. back like Take me back to my Havana...  Havana. ooh na-na Half of my heart is in Havana. ooh-na-na (oh. yeah) He took me back to East Atlanta. na-na-na (ayy. ayy) Oh. but my heart is in Havana My heart is in Havana (ayy) Havana. ooh na-na
